seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	80709854	80709862	9	*	X27570	6904	80709940	80901062	191123	+	77	upstream	77	TBCD
chr17	81009434	81009442	9	*	X27607	146712	80900031	81009686	109656	-	0	inside	243	B3GNTL1
chr18	501163	501171	9	*	X27640	81035	319355	500729	181375	-	433	upstream	433	COLEC12
chr18	2655033	2655042	10	*	X27647	23347	2655886	2805015	149130	+	843	upstream	843	SMCHD1
chr18	2656244	2656257	14	*	X27648	645158	2652169	2655394	3226	-	849	upstream	849	CBX3P2
chr18	3593576	3593587	12	*	X27659	649446	3594112	3597377	3266	+	524	upstream	524	DLGAP1-AS1
chr18	5237186	5237196	11	*	X27671	339290	5238099	5246505	8407	+	902	upstream	902	LINC00667
chr18	11980738	11980746	9	*	X27740	3613	11981427	12030885	49459	+	680	upstream	680	IMPA2
chr18	12254565	12254574	10	*	X27742	1149	12254318	12277594	23277	+	0	inside	246	CIDEA
chr18	12307171	12307181	11	*	X27745	84617	12308240	12329824	21585	+	1058	upstream	1058	TUBB6
chr18	12408172	12408180	9	*	X27749	10650	12407895	12432236	24342	+	0	inside	276	PRELID3A
chr18	12990286	12990300	15	*	X27758	55125	12991361	13125051	133691	+	1060	upstream	1060	CEP192
chr18	12990363	12990371	9	*	X27759	55125	12991361	13125051	133691	+	989	upstream	989	CEP192
chr18	13217201	13217210	10	*	X27762	753	13218729	13652753	434025	+	1518	upstream	1518	LDLRAD4
chr18	19180943	19180951	9	*	X27766	114799	19109262	19180693	71432	-	249	upstream	249	ESCO1
chr18	19192503	19192513	11	*	X27767	6632	19192260	19210208	17949	+	0	inside	242	SNRPD1
chr18	19749082	19749093	12	*	X27770	2627	19749404	19782491	33088	+	310	upstream	310	GATA6
chr18	19749082	19749093	12	*	X27770	100128893	19746859	19748929	2071	-	152	upstream	152	GATA6-AS1
chr18	19750280	19750288	9	*	X27771	100128893	19746859	19748929	2071	-	1350	upstream	1350	GATA6-AS1
chr18	21242881	21242897	17	*	X27798	147463	21179978	21242849	62872	-	31	upstream	31	ANKRD29
chr18	21242938	21242954	17	*	X27799	147463	21179978	21242849	62872	-	88	upstream	88	ANKRD29
chr18	21243022	21243031	10	*	X27800	147463	21179978	21242849	62872	-	172	upstream	172	ANKRD29
chr18	21243071	21243079	9	*	X27801	147463	21179978	21242849	62872	-	221	upstream	221	ANKRD29
chr18	23671257	23671269	13	*	X27810	6760	23596217	23671164	74948	-	92	upstream	92	SS18
chr18	23806389	23806398	10	*	X27811	6875	23806409	23971650	165242	+	10	upstream	10	TAF4B
chr18	23806622	23806631	10	*	X27812	6875	23806409	23971650	165242	+	0	inside	212	TAF4B
chr18	24237200	24237209	10	*	X27816	284252	24034874	24237365	202492	-	0	inside	155	KCTD1
chr18	30050201	30050215	15	*	X27822	64762	29843484	30050447	206964	-	0	inside	231	GAREM1
chr18	31157844	31157853	10	*	X27823	80816	31158541	31327399	168859	+	687	upstream	687	ASXL3
chr18	31157860	31157871	12	*	X27824	80816	31158541	31327399	168859	+	669	upstream	669	ASXL3
chr18	31158099	31158110	12	*	X27825	80816	31158541	31327399	168859	+	430	upstream	430	ASXL3
chr18	33709110	33709118	9	*	X27837	55250	33709837	33754688	44852	+	718	upstream	718	ELP2
chr18	33709110	33709118	9	*	X27837	25800	33688494	33709357	20864	-	0	inside	238	SLC39A6
chr18	33766451	33766459	9	*	X27838	55034	33767480	33848685	81206	+	1020	upstream	1020	MOCOS
chr18	33877416	33877425	10	*	X27839	80206	33877702	34360018	482317	+	276	upstream	276	FHOD3
chr18	46477405	46477413	9	*	X27901	4092	46446223	46477081	30859	-	323	upstream	323	SMAD7
chr18	47721645	47721655	11	*	X27907	4645	47349156	47721451	372296	-	193	upstream	193	MYO5B
chr18	47808021	47808029	9	*	X27908	4152	47793252	47808144	14893	-	0	inside	114	MBD1
chr18	47809063	47809071	9	*	X27909	4152	47793252	47808144	14893	-	918	upstream	918	MBD1
chr18	47809225	47809236	12	*	X27910	4152	47793252	47808144	14893	-	1080	upstream	1080	MBD1
chr18	51749195	51749203	9	*	X27915	677819	51748654	51748782	129	-	412	upstream	412	SNORA37
chr18	55101610	55101652	43	*	X27926	9480	55102917	55158530	55614	+	1264	upstream	1264	ONECUT2
chr18	55709657	55709683	27	*	X27934	23327	55711610	56068772	357163	+	1926	upstream	1926	NEDD4L
chr18	55709708	55709718	11	*	X27935	23327	55711610	56068772	357163	+	1891	upstream	1891	NEDD4L
chr18	59560811	59560819	9	*	X27948	220441	59482304	59560304	78001	-	506	upstream	506	RNF152
chr18	59560976	59560994	19	*	X27949	220441	59482304	59560304	78001	-	671	upstream	671	RNF152
chr18	60986752	60986771	20	*	X27973	596	60790579	60986657	196079	-	94	upstream	94	BCL2
chr18	60987942	60987972	31	*	X27974	596	60790579	60986657	196079	-	1284	upstream	1284	BCL2
chr18	60988008	60988016	9	*	X27975	596	60790579	60986657	196079	-	1350	upstream	1350	BCL2
chr18	60988064	60988076	13	*	X27976	596	60790579	60986657	196079	-	1406	upstream	1406	BCL2
chr18	60988263	60988276	14	*	X27977	596	60790579	60986657	196079	-	1605	upstream	1605	BCL2
chr18	67955693	67955705	13	*	X27988	9306	67956137	67997434	41298	+	431	upstream	431	SOCS6
chr18	71815069	71815077	9	*	X27997	29090	71815746	71826204	10459	+	668	upstream	668	TIMM21
chr18	71815069	71815077	9	*	X27997	201456	71740588	71815100	74513	-	0	inside	22	FBXO15
chr18	71815118	71815126	9	*	X27998	29090	71815746	71826204	10459	+	619	upstream	619	TIMM21
chr18	71815118	71815126	9	*	X27998	201456	71740588	71815100	74513	-	17	upstream	17	FBXO15
chr18	72921677	72921686	10	*	X28012	10194	72922710	73001905	79196	+	1023	upstream	1023	TSHZ1
chr18	72921677	72921686	10	*	X28012	284273	72909278	72921281	12004	-	395	upstream	395	ZADH2
chr18	72922417	72922426	10	*	X28013	10194	72922710	73001905	79196	+	283	upstream	283	TSHZ1
chr18	72922417	72922426	10	*	X28013	284273	72909278	72921281	12004	-	1135	upstream	1135	ZADH2
chr18	74207626	74207640	15	*	X28019	400658	74207477	74210045	2569	+	0	inside	148	C18orf65
chr18	74207626	74207640	15	*	X28019	9658	74069637	74207146	137510	-	479	upstream	479	ZNF516
chr18	74207744	74207753	10	*	X28020	400658	74207477	74210045	2569	+	0	inside	266	C18orf65
chr18	74207744	74207753	10	*	X28020	9658	74069637	74207146	137510	-	597	upstream	597	ZNF516
chr18	74207769	74207779	11	*	X28021	400658	74207477	74210045	2569	+	0	inside	291	C18orf65
chr18	74207769	74207779	11	*	X28021	9658	74069637	74207146	137510	-	622	upstream	622	ZNF516
chr18	74535158	74535166	9	*	X28024	100131655	74506688	74534251	27564	-	906	upstream	906	ZNF236-DT
chr18	74535158	74535166	9	*	X28024	7776	74536116	74682682	146567	+	949	upstream	949	ZNF236
chr18	74535201	74535209	9	*	X28025	100131655	74506688	74534251	27564	-	949	upstream	949	ZNF236-DT
chr18	74535201	74535209	9	*	X28025	7776	74536116	74682682	146567	+	906	upstream	906	ZNF236
chr18	74535494	74535502	9	*	X28026	100131655	74506688	74534251	27564	-	1242	upstream	1242	ZNF236-DT
chr18	74535494	74535502	9	*	X28026	7776	74536116	74682682	146567	+	613	upstream	613	ZNF236
chr18	74536250	74536261	12	*	X28027	100131655	74506688	74534251	27564	-	1998	upstream	1998	ZNF236-DT
chr18	74536250	74536261	12	*	X28027	7776	74536116	74682682	146567	+	0	inside	133	ZNF236
chr18	76829035	76829045	11	*	X28038	374868	76829397	77138282	308886	+	351	upstream	351	ATP9B
chr18	77156069	77156082	14	*	X28040	4772	77155772	77289323	133552	+	0	inside	296	NFATC1
chr18	77793188	77793197	10	*	X28084	79863	77794346	77853788	59443	+	1148	upstream	1148	RBFA
chr18	77793204	77793215	12	*	X28085	79863	77794346	77853788	59443	+	1130	upstream	1130	RBFA
chr18	77793243	77793254	12	*	X28086	79863	77794346	77853788	59443	+	1091	upstream	1091	RBFA
chr18	77793295	77793313	19	*	X28087	79863	77794346	77853788	59443	+	1032	upstream	1032	RBFA
chr19	345446	345456	11	*	X28091	54531	305575	344791	39217	-	654	upstream	654	MIER2
chr19	462216	462224	9	*	X28105	25759	416583	460996	44414	-	1219	upstream	1219	SHC2
chr19	571041	571054	14	*	X28120	682	571277	583493	12217	+	222	upstream	222	BSG
chr19	675672	675713	42	*	X28140	10272	676389	683392	7004	+	675	upstream	675	FSTL3
chr19	924959	924967	9	*	X28166	1820	926037	972803	46767	+	1069	upstream	1069	ARID3A
chr19	998886	998923	38	*	X28179	116444	1000437	1009723	9287	+	1513	upstream	1513	GRIN3B
chr19	1237917	1237919	3	*	X28225	255057	1229947	1237990	8044	-	0	inside	70	CBARP
chr19	1238233	1238241	9	*	X28226	255057	1229947	1237990	8044	-	242	upstream	242	CBARP
chr19	1240364	1240373	10	*	X28227	513	1241749	1244824	3076	+	1375	upstream	1375	ATP5F1D
chr19	1285536	1285544	9	*	X28236	1943	1286153	1301429	15277	+	608	upstream	608	EFNA2
chr19	1401592	1401603	12	*	X28250	2593	1397025	1401569	4545	-	22	upstream	22	GAMT
chr19	1407288	1407303	16	*	X28251	26528	1407584	1435682	28099	+	280	upstream	280	DAZAP1
chr19	1407309	1407333	25	*	X28252	26528	1407584	1435682	28099	+	250	upstream	250	DAZAP1
chr19	1438326	1438341	16	*	X28260	6209	1438363	1440492	2130	+	21	upstream	21	RPS15
chr19	1491197	1491206	10	*	X28268	92840	1491165	1497924	6760	+	0	inside	31	REEP6
chr19	1491197	1491206	10	*	X28268	54760	1481427	1490410	8984	-	786	upstream	786	PCSK4
chr19	1514275	1514283	9	*	X28282	339366	1505017	1513188	8172	-	1086	upstream	1086	ADAMTSL5
chr19	1568523	1568531	9	*	X28288	399664	1554668	1568057	13390	-	465	upstream	465	MEX3D
chr19	1592394	1592411	18	*	X28291	53615	1576677	1592710	16034	-	0	inside	298	MBD3
chr19	1592413	1592422	10	*	X28292	53615	1576677	1592710	16034	-	0	inside	287	MBD3
chr19	1592965	1592973	9	*	X28293	53615	1576677	1592710	16034	-	254	upstream	254	MBD3
chr19	1593070	1593081	12	*	X28294	53615	1576677	1592710	16034	-	359	upstream	359	MBD3
chr19	1864269	1864277	9	*	X28337	83855	1852398	1863564	11167	-	704	upstream	704	KLF16
chr19	2052455	2052472	18	*	X28367	2872	2037470	2051243	13774	-	1211	upstream	1211	MKNK2
chr19	2052600	2052632	33	*	X28368	2872	2037470	2051243	13774	-	1356	upstream	1356	MKNK2
chr19	2163756	2163766	11	*	X28377	84444	2164148	2232577	68430	+	381	upstream	381	DOT1L
chr19	2163773	2163783	11	*	X28378	84444	2164148	2232577	68430	+	364	upstream	364	DOT1L
chr19	2236674	2236686	13	*	X28389	8175	2236816	2248678	11863	+	129	upstream	129	SF3A2
chr19	2236674	2236686	13	*	X28389	55111	2233155	2236951	3797	-	0	inside	264	PLEKHJ1
chr19	2308269	2308277	9	*	X28397	645191	2289774	2308156	18383	-	112	upstream	112	LINGO3
chr19	2309278	2309286	9	*	X28398	645191	2289774	2308156	18383	-	1121	upstream	1121	LINGO3
chr19	2387826	2387834	9	*	X28417	360200	2389784	2426086	36303	+	1949	upstream	1949	TMPRSS9
chr19	2475006	2475017	12	*	X28420	4616	2476123	2478257	2135	+	1105	upstream	1105	GADD45B
chr19	2945395	2945403	9	*	X28463	58492	2933216	2944969	11754	-	425	upstream	425	ZNF77
chr19	3094027	3094036	10	*	X28473	2767	3094408	3121454	27047	+	371	upstream	371	GNA11
chr19	3135143	3135151	9	*	X28481	2769	3136191	3163766	27576	+	1039	upstream	1039	GNA15
chr19	3358869	3358880	12	*	X28510	4782	3359561	3469215	109655	+	680	upstream	680	NFIC
chr19	3359192	3359202	11	*	X28511	4782	3359561	3469215	109655	+	358	upstream	358	NFIC
chr19	3359261	3359291	31	*	X28512	4782	3359561	3469215	109655	+	269	upstream	269	NFIC
chr19	3558242	3558250	9	*	X28538	126321	3538263	3557571	19309	-	670	upstream	670	MFSD12
chr19	3605323	3605334	12	*	X28543	404665	3607245	3613928	6684	+	1910	upstream	1910	CACTIN-AS1
chr19	3605444	3605453	10	*	X28544	404665	3607245	3613928	6684	+	1791	upstream	1791	CACTIN-AS1
chr19	3605475	3605484	10	*	X28545	404665	3607245	3613928	6684	+	1760	upstream	1760	CACTIN-AS1
chr19	3606084	3606092	9	*	X28546	404665	3607245	3613928	6684	+	1152	upstream	1152	CACTIN-AS1
chr19	3606101	3606111	11	*	X28547	404665	3607245	3613928	6684	+	1133	upstream	1133	CACTIN-AS1
chr19	3606164	3606172	9	*	X28548	404665	3607245	3613928	6684	+	1072	upstream	1072	CACTIN-AS1
chr19	3700517	3700527	11	*	X28570	23396	3630179	3700477	70299	-	39	upstream	39	PIP5K1C
chr19	3772011	3772024	14	*	X28573	84839	3769089	3772219	3131	-	0	inside	194	RAX2
chr19	3983011	3983016	6	*	X28619	26812	3982505	3982570	66	-	440	upstream	440	SNORD37
chr19	4124313	4124321	9	*	X28638	5605	4090320	4124126	33807	-	186	upstream	186	MAP2K2
chr19	4539824	4539844	21	*	X28672	116844	4537227	4540036	2810	-	0	inside	191	LRG1
chr19	4539824	4539844	21	*	X28672	440503	4522544	4540036	17493	-	0	inside	191	PLIN5
chr19	4670771	4670779	9	*	X28683	56005	4657557	4670415	12859	-	355	upstream	355	MYDGF
chr19	4868127	4868144	18	*	X28690	10226	4838346	4867780	29435	-	346	upstream	346	PLIN3
chr19	4909593	4909601	9	*	X28691	29128	4909510	4962165	52656	+	0	inside	82	UHRF1
chr19	4909628	4909636	9	*	X28692	29128	4909510	4962165	52656	+	0	inside	117	UHRF1
chr19	5340774	5340784	11	*	X28722	5802	5158506	5340814	182309	-	0	inside	29	PTPRS
chr19	5903810	5903818	9	*	X28752	400673	5904852	5910263	5412	+	1033	upstream	1033	VMAC
chr19	5903810	5903818	9	*	X28752	126328	5891287	5904024	12738	-	0	inside	205	NDUFA11
chr19	5903810	5903818	9	*	X28752	2527	5865837	5904024	38188	-	0	inside	205	FUT5
chr19	5903888	5903899	12	*	X28753	400673	5904852	5910263	5412	+	952	upstream	952	VMAC
chr19	5903888	5903899	12	*	X28753	126328	5891287	5904024	12738	-	0	inside	124	NDUFA11
chr19	5903888	5903899	12	*	X28753	2527	5865837	5904024	38188	-	0	inside	124	FUT5
chr19	5978555	5978563	9	*	X28758	100128568	5978414	6020374	41961	+	0	inside	140	LOC100128568
chr19	5978555	5978563	9	*	X28758	8498	5916152	5978320	62169	-	234	upstream	234	RANBP3
chr19	6372063	6372071	9	*	X28784	84266	6372444	6375261	2818	+	372	upstream	372	ALKBH7
chr19	6418311	6418319	9	*	X28788	100500888	6416421	6416522	102	-	1788	upstream	1788	MIR3940
chr19	6721479	6721494	16	*	X28822	718	6677846	6720662	42817	-	816	upstream	816	C3
chr19	6721497	6721506	10	*	X28823	718	6677846	6720662	42817	-	834	upstream	834	C3
chr19	7068902	7068927	26	*	X28829	79230	7069471	7087978	18508	+	543	upstream	543	ZNF557
chr19	7554072	7554082	11	*	X28849	92960	7541756	7554286	12531	-	0	inside	203	PEX11G
chr19	7660500	7660514	15	*	X28859	57662	7660788	7683196	22409	+	273	upstream	273	CAMSAP3
chr19	7660517	7660537	21	*	X28860	57662	7660788	7683196	22409	+	250	upstream	250	CAMSAP3
chr19	7744166	7744175	10	*	X28870	126003	7745707	7747748	2042	+	1531	upstream	1531	TRAPPC5
chr19	7744182	7744213	32	*	X28871	126003	7745707	7747748	2042	+	1493	upstream	1493	TRAPPC5
chr19	7744222	7744250	29	*	X28872	126003	7745707	7747748	2042	+	1456	upstream	1456	TRAPPC5
chr19	7745701	7745709	9	*	X28873	126003	7745707	7747748	2042	+	0	overlapStart	0	TRAPPC5
chr19	7893714	7893724	11	*	X28882	115704	7895161	7929862	34702	+	1436	upstream	1436	EVI5L
chr19	8373229	8373245	17	*	X28908	51293	8367011	8373240	6230	-	0	overlapStart	0	CD320
chr19	8373841	8373849	9	*	X28909	51293	8367011	8373240	6230	-	600	upstream	600	CD320
chr19	8455952	8455960	9	*	X28912	100847049	8454174	8454264	91	-	1687	upstream	1687	MIR4999
chr19	8455952	8455960	9	*	X28912	100507567	8439260	8455575	16316	-	376	upstream	376	RAB11B-AS1
chr19	8456260	8456270	11	*	X28913	100847049	8454174	8454264	91	-	1995	upstream	1995	MIR4999
chr19	8456260	8456270	11	*	X28913	100507567	8439260	8455575	16316	-	684	upstream	684	RAB11B-AS1
chr19	8675303	8675332	30	*	X28933	81794	8645126	8675588	30463	-	0	inside	255	ADAMTS10
chr19	8675373	8675381	9	*	X28934	81794	8645126	8675588	30463	-	0	inside	206	ADAMTS10
chr19	8675581	8675589	9	*	X28935	81794	8645126	8675588	30463	-	0	overlapStart	0	ADAMTS10
chr19	9434826	9434836	11	*	X28939	100529215	9434902	9493293	58392	+	65	upstream	65	ZNF559-ZNF177
chr19	9930678	9930688	11	*	X28944	54850	9920943	9929752	8810	-	925	upstream	925	FBXL12
chr19	10196402	10196411	10	*	X28955	55337	10196806	10203928	7123	+	394	upstream	394	SHFL
chr19	10213637	10213647	11	*	X28958	83854	10203013	10213425	10413	-	211	upstream	211	ANGPTL6
chr19	10213937	10213950	14	*	X28959	83854	10203013	10213425	10413	-	511	upstream	511	ANGPTL6
chr19	10213954	10213968	15	*	X28960	83854	10203013	10213425	10413	-	528	upstream	528	ANGPTL6
chr19	10214985	10214993	9	*	X28961	83854	10203013	10213425	10413	-	1559	upstream	1559	ANGPTL6
chr19	10214985	10214993	9	*	X28961	56342	10216899	10221975	5077	+	1905	upstream	1905	PPAN
chr19	10214985	10214993	9	*	X28961	692312	10216899	10226064	9166	+	1905	upstream	1905	PPAN-P2RY11
chr19	10214995	10215023	29	*	X28962	83854	10203013	10213425	10413	-	1569	upstream	1569	ANGPTL6
chr19	10214995	10215023	29	*	X28962	56342	10216899	10221975	5077	+	1875	upstream	1875	PPAN
chr19	10214995	10215023	29	*	X28962	692312	10216899	10226064	9166	+	1875	upstream	1875	PPAN-P2RY11
chr19	10215415	10215423	9	*	X28963	83854	10203013	10213425	10413	-	1989	upstream	1989	ANGPTL6
chr19	10215415	10215423	9	*	X28963	56342	10216899	10221975	5077	+	1475	upstream	1475	PPAN
chr19	10215415	10215423	9	*	X28963	692312	10216899	10226064	9166	+	1475	upstream	1475	PPAN-P2RY11
chr19	10340966	10340974	9	*	X28968	100422925	10341089	10341161	73	+	114	upstream	114	MIR4322
chr19	10341775	10341785	11	*	X28969	9294	10332109	10341948	9840	-	0	inside	162	S1PR2
chr19	10362851	10362859	9	*	X28970	51073	10362640	10370736	8097	+	0	inside	210	MRPL4
chr19	10380751	10380759	9	*	X28971	3383	10381517	10397291	15775	+	757	upstream	757	ICAM1
chr19	10397032	10397049	18	*	X28972	3386	10397643	10399260	1618	+	593	upstream	593	ICAM4
chr19	10400048	10400065	18	*	X28973	7087	10400655	10407454	6800	+	589	upstream	589	ICAM5
chr19	10446141	10446150	10	*	X28977	125950	10426889	10444314	17426	-	1826	upstream	1826	RAVER1
chr19	10514040	10514048	9	*	X28981	11140	10501809	10514271	12463	-	0	inside	222	CDC37
chr19	10514844	10514902	59	*	X28982	11140	10501809	10514271	12463	-	572	upstream	572	CDC37
chr19	10514844	10514902	59	*	X28982	100302213	10514134	10514214	81	-	629	upstream	629	MIR1181
chr19	10515574	10515587	14	*	X28983	11140	10501809	10514271	12463	-	1302	upstream	1302	CDC37
chr19	10515574	10515587	14	*	X28983	100302213	10514134	10514214	81	-	1359	upstream	1359	MIR1181
chr19	10515616	10515626	11	*	X28984	11140	10501809	10514271	12463	-	1344	upstream	1344	CDC37
chr19	10515616	10515626	11	*	X28984	100302213	10514134	10514214	81	-	1401	upstream	1401	MIR1181
chr19	10515629	10515639	11	*	X28985	11140	10501809	10514271	12463	-	1357	upstream	1357	CDC37
chr19	10515629	10515639	11	*	X28985	100302213	10514134	10514214	81	-	1414	upstream	1414	MIR1181
chr19	10516187	10516199	13	*	X28986	11140	10501809	10514271	12463	-	1915	upstream	1915	CDC37
chr19	10516187	10516199	13	*	X28986	100302213	10514134	10514214	81	-	1972	upstream	1972	MIR1181
chr19	10677348	10677356	9	*	X29006	65095	10663761	10676702	12942	-	645	upstream	645	KRI1
chr19	10698014	10698022	9	*	X29007	10053	10683347	10697991	14645	-	22	upstream	22	AP1M2
chr19	10928466	10928516	51	*	X29009	406976	10928102	10928172	71	-	293	upstream	293	MIR199A1
chr19	11038657	11038667	11	*	X29014	90580	11039424	11040916	1493	+	756	upstream	756	TIMM29
chr19	11266825	11266834	10	*	X29019	147841	11257831	11266484	8654	-	340	upstream	340	SPC24
chr19	11464475	11464484	10	*	X29024	64748	11466062	11476374	10313	+	1577	upstream	1577	PLPPR2
chr19	11484265	11484265	1	*	X29031	126074	11485383	11487627	2245	+	1117	upstream	1117	SWSAP1
chr19	11591606	11591614	9	*	X29041	1995	11562143	11591803	29661	-	0	inside	188	ELAVL3
chr19	11593014	11593022	9	*	X29042	1995	11562143	11591803	29661	-	1210	upstream	1210	ELAVL3
chr19	11707476	11707484	9	*	X29053	199692	11708235	11729974	21740	+	750	upstream	750	ZNF627
chr19	11959747	11959755	9	*	X29056	90594	11959579	11980306	20728	+	0	inside	167	ZNF439
chr19	12036090	12036099	10	*	X29057	284390	12035883	12091198	55316	+	0	inside	206	ZNF763
chr19	12036090	12036099	10	*	X29057	90592	12035883	12061588	25706	+	0	inside	206	ZNF700
chr19	12444284	12444293	10	*	X29059	147837	12428304	12444534	16231	-	0	inside	240	ZNF563
chr19	12511873	12511881	9	*	X29060	90576	12490003	12512088	22086	-	0	inside	206	ZNF799
chr19	12551717	12551725	9	*	X29062	10224	12540520	12551926	11407	-	0	inside	200	ZNF443
chr19	12792658	12792666	9	*	X29066	1725	12786531	12792701	6171	-	0	inside	34	DHPS
chr19	12861811	12861819	9	*	X29070	54831	12863407	12869271	5865	+	1587	upstream	1587	BEST2
chr19	12862336	12862344	9	*	X29071	54831	12863407	12869271	5865	+	1062	upstream	1062	BEST2
chr19	12912587	12912595	9	*	X29072	7001	12907634	12912724	5091	-	0	inside	128	PRDX2
chr19	13030254	13030262	9	*	X29079	256126	13009894	13030086	20193	-	167	upstream	167	SYCE2
chr19	13068860	13068868	9	*	X29082	90480	13064970	13068068	3099	-	791	upstream	791	GADD45GIP1
chr19	13105625	13105634	10	*	X29101	4784	13106584	13209610	103027	+	949	upstream	949	NFIX
chr19	13105734	13105743	10	*	X29102	4784	13106584	13209610	103027	+	840	upstream	840	NFIX
chr19	13105917	13105928	12	*	X29103	4784	13106584	13209610	103027	+	655	upstream	655	NFIX
chr19	13106127	13106146	20	*	X29104	4784	13106584	13209610	103027	+	437	upstream	437	NFIX
chr19	13106149	13106163	15	*	X29105	4784	13106584	13209610	103027	+	420	upstream	420	NFIX
chr19	13106175	13106186	12	*	X29106	4784	13106584	13209610	103027	+	397	upstream	397	NFIX
chr19	13106833	13106842	10	*	X29107	4784	13106584	13209610	103027	+	0	inside	248	NFIX
chr19	13106852	13106862	11	*	X29108	4784	13106584	13209610	103027	+	0	inside	267	NFIX
chr19	13215238	13215247	10	*	X29141	4066	13209842	13213974	4133	-	1263	upstream	1263	LYL1
chr19	13259683	13259691	9	*	X29147	9592	13261282	13265718	4437	+	1590	upstream	1590	IER2
chr19	13841082	13841113	32	*	X29161	81576	13842574	13874106	31533	+	1460	upstream	1460	CCDC130
chr19	13874349	13874357	9	*	X29163	84245	13875337	13885096	9760	+	979	upstream	979	MRI1
chr19	13984898	13984906	9	*	X29171	406957	13985513	13985622	110	+	606	upstream	606	MIR181C
chr19	13984898	13984906	9	*	X29171	574457	13985689	13985825	137	+	782	upstream	782	MIR181D
chr19	14065201	14065209	9	*	X29177	79883	14042000	14064204	22205	-	996	upstream	996	PODNL1
chr19	14118094	14118105	12	*	X29184	5989	14072342	14117134	44793	-	959	upstream	959	RFX1
chr19	14142198	14142207	10	*	X29185	9466	14142552	14163717	21166	+	344	upstream	344	IL27RA
chr19	14142372	14142386	15	*	X29186	9466	14142552	14163717	21166	+	165	upstream	165	IL27RA
chr19	14196658	14196667	10	*	X29190	646457	14192444	14196607	4164	-	50	upstream	50	C19orf67
chr19	14492073	14492117	45	*	X29199	976	14491956	14519537	27582	+	0	inside	116	ADGRE5
chr19	14544269	14544279	11	*	X29204	5585	14544166	14582679	38514	+	0	inside	102	PKN1
chr19	14587149	14587165	17	*	X29210	5731	14583278	14586174	2897	-	974	upstream	974	PTGER1
chr19	14587353	14587361	9	*	X29211	5731	14583278	14586174	2897	-	1178	upstream	1178	PTGER1
chr19	14787222	14787230	9	*	X29219	84658	14730051	14785730	55680	-	1491	upstream	1491	ADGRE3
chr19	15121676	15121684	9	*	X29224	126402	15121539	15134083	12545	+	0	inside	136	CCDC105
chr19	15121676	15121684	9	*	X29224	6511	15060845	15121455	60611	-	220	upstream	220	SLC1A6
chr19	15122014	15122031	18	*	X29225	6511	15060845	15121455	60611	-	558	upstream	558	SLC1A6
chr19	15443400	15443408	9	*	X29239	23476	15348301	15443342	95042	-	57	upstream	57	BRD4
chr19	15490375	15490385	11	*	X29240	10270	15464332	15490612	26281	-	0	inside	226	AKAP8
chr19	15492047	15492056	10	*	X29241	10270	15464332	15490612	26281	-	1434	upstream	1434	AKAP8
chr19	15530735	15530743	9	*	X29242	26993	15490859	15529833	38975	-	901	upstream	901	AKAP8L
chr19	15559550	15559560	11	*	X29243	100302127	15560359	15560419	61	+	798	upstream	798	MIR1470
chr19	15559772	15559780	9	*	X29244	100302127	15560359	15560419	61	+	578	upstream	578	MIR1470
chr19	15619400	15619409	10	*	X29246	126410	15619336	15663128	43793	+	0	inside	63	CYP4F22
chr19	16177840	16177849	10	*	X29251	7171	16178317	16213813	35497	+	467	upstream	467	TPM4
chr19	16435061	16435069	9	*	X29268	10365	16435651	16438339	2689	+	581	upstream	581	KLF2
chr19	16583216	16583250	35	*	X29280	58513	16466055	16582823	116769	-	392	upstream	392	EPS15L1
chr19	16653411	16653420	10	*	X29282	10523	16628700	16653263	24564	-	147	upstream	147	CHERP
chr19	17137380	17137388	9	*	X29298	27151	17003762	17137625	133864	-	0	inside	236	CPAMD8
chr19	17356239	17356249	11	*	X29302	2063	17342694	17356151	13458	-	87	upstream	87	NR2F6
chr19	17357218	17357231	14	*	X29303	2063	17342694	17356151	13458	-	1066	upstream	1066	NR2F6
chr19	17357243	17357281	39	*	X29304	2063	17342694	17356151	13458	-	1091	upstream	1091	NR2F6
chr19	17416444	17416455	12	*	X29307	64981	17416477	17417652	1176	+	21	upstream	21	MRPL34
chr19	17444265	17444274	10	*	X29311	84705	17445791	17453540	7750	+	1516	upstream	1516	GTPBP3
chr19	17487937	17487946	10	*	X29314	83483	17462264	17488137	25874	-	0	inside	190	PLVAP
chr19	17561292	17561300	9	*	X29316	100130519	17546318	17559376	13059	-	1915	upstream	1915	TMEM221
chr19	17580313	17580321	9	*	X29317	376497	17581300	17616977	35678	+	978	upstream	978	SLC27A1
chr19	17799380	17799388	9	*	X29327	23025	17712137	17799050	86914	-	329	upstream	329	UNC13A
chr19	17932178	17932189	12	*	X29334	3640	17927322	17932383	5062	-	0	inside	193	INSL3
chr19	18316057	18316068	12	*	X29363	5864	18307611	18314874	7264	-	1182	upstream	1182	RAB3A
chr19	18366198	18366207	10	*	X29367	5143	18318771	18366229	47459	-	0	inside	21	PDE4C
chr19	18366198	18366207	10	*	X29367	729966	18360760	18366229	5470	-	0	inside	21	LOC729966
chr19	18434137	18434145	9	*	X29370	25804	18417040	18434001	16962	-	135	upstream	135	LSM4
